employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
4384,Technology,region_8,Bachelors,m,sourcing,1,31,3,2,0,0,79
4181,Sales & Marketing,region_2,Masters & above,f,other,1,35,5,7,1,0,53
41503,Sales & Marketing,region_1,Bachelors,m,other,1,27,2,2,0,0,51
17818,Sales & Marketing,region_28,Bachelors,m,other,1,30,5,6,0,0,50
76046,Sales & Marketing,region_9,Bachelors,m,sourcing,1,34,5,4,0,0,50
66643,Analytics,region_22,Masters & above,m,other,1,53,5,21,0,0,84
55608,Sales & Marketing,region_26,Bachelors,m,sourcing,1,32,5,5,0,0,53
33863,Sales & Marketing,region_23,Bachelors,m,other,1,36,5,4,0,0,49
31079,Analytics,region_7,Bachelors,m,other,1,39,4,7,1,0,85
75898,Operations,region_15,Bachelors,m,sourcing,1,34,5,4,1,1,58
72672,Operations,region_15,Masters & above,f,other,1,30,3,8,1,0,56
17571,Legal,region_16,Bachelors,m,other,1,32,3,9,0,0,60
32113,Operations,region_26,Bachelors,m,sourcing,1,26,3,5,0,0,60
15108,Sales & Marketing,region_4,Masters & above,m,sourcing,3,36,1,10,0,0,51
30324,Sales & Marketing,region_7,Bachelors,m,sourcing,1,30,2,1,0,0,49
36398,Analytics,region_21,Bachelors,m,sourcing,1,36,3,5,0,0,81
71141,Operations,region_7,Masters & above,m,other,1,48,4,3,1,0,55
66238,Finance,region_27,Bachelors,m,sourcing,1,34,4,10,0,0,59
50857,Sales & Marketing,region_15,Bachelors,m,other,1,42,5,12,0,0,48
28973,Operations,region_2,Bachelors,f,other,1,29,2,4,0,0,56
28583,Sales & Marketing,region_31,Masters & above,m,sourcing,1,47,3,6,0,0,49
36269,Procurement,region_13,Bachelors,m,other,1,25,,1,0,0,67
171,Procurement,region_2,Bachelors,f,sourcing,1,24,,1,1,0,74
71933,HR,region_22,Masters & above,f,sourcing,1,38,4,8,1,0,51
69090,Legal,region_2,Bachelors,m,other,1,30,5,3,1,0,62
55085,R&D,region_22,Bachelors,m,other,1,30,,1,1,0,90
48919,Sales & Marketing,region_24,Bachelors,m,other,1,29,2,3,1,0,48
66580,R&D,region_2,Masters & above,m,other,1,36,4,3,1,0,88
15245,Procurement,region_7,Bachelors,m,other,1,30,,1,1,0,69
64746,HR,region_28,Bachelors,m,sourcing,1,30,3,5,0,0,49
31008,Analytics,region_2,Masters & above,m,sourcing,1,41,3,5,1,0,83
47508,Technology,region_22,Below Secondary,f,sourcing,1,22,,1,1,0,83
6604,Technology,region_2,Bachelors,m,other,3,39,4,13,0,0,84
19735,Analytics,region_5,Bachelors,m,sourcing,1,32,3,5,1,0,89
4963,Sales & Marketing,region_10,Bachelors,m,sourcing,1,31,3,5,0,0,48
25761,Procurement,region_2,Bachelors,f,other,1,55,1,7,0,0,76
61278,Analytics,region_2,Bachelors,f,sourcing,3,26,2,3,0,0,79
18575,Finance,region_2,Bachelors,m,sourcing,1,35,4,4,0,0,64
60226,Sales & Marketing,region_25,Masters & above,m,other,1,31,3,6,0,0,45
60316,Sales & Marketing,region_16,Bachelors,m,other,1,24,3,2,0,0,57
29208,Procurement,region_6,Bachelors,f,other,2,35,3,9,0,0,67
5676,R&D,region_22,Masters & above,m,other,3,31,4,8,0,0,83
64585,Operations,region_13,Bachelors,m,sourcing,1,32,3,2,0,0,58
65118,Finance,region_15,Bachelors,m,other,2,28,3,3,0,0,59
5591,Sales & Marketing,region_7,Bachelors,m,other,1,25,3,4,0,0,50
31135,Sales & Marketing,region_3,Bachelors,m,sourcing,1,34,3,7,1,0,54
15985,Technology,region_7,Bachelors,f,referred,2,28,3,2,0,0,80
48464,Procurement,region_31,Bachelors,f,sourcing,2,36,3,2,0,0,66
41604,Analytics,region_31,Bachelors,f,sourcing,1,27,4,2,0,0,86
71017,Operations,region_7,Masters & above,f,other,2,34,3,2,0,1,77
18990,Sales & Marketing,region_23,Bachelors,m,sourcing,1,35,4,3,0,0,48
60556,Technology,region_24,Masters & above,f,other,1,38,3,3,0,0,81
44121,Analytics,region_12,Bachelors,m,sourcing,1,34,1,5,0,0,89
67592,Technology,region_25,Bachelors,f,other,2,28,,1,1,0,79
31313,Analytics,region_22,Bachelors,m,sourcing,2,30,5,8,0,0,83
42488,Sales & Marketing,region_13,,m,sourcing,2,31,3,3,0,0,48
66315,Analytics,region_2,Masters & above,m,other,1,53,1,18,0,0,90
47220,R&D,region_15,Masters & above,m,other,1,34,3,7,0,0,84
3725,Procurement,region_2,Bachelors,f,sourcing,2,24,4,3,1,0,71
36947,Analytics,region_23,Bachelors,m,other,1,36,4,2,0,0,89
45940,Technology,region_29,Masters & above,m,other,1,38,4,9,0,0,84
4547,Procurement,region_11,Masters & above,m,other,1,34,5,7,1,0,69
3535,HR,region_4,Bachelors,f,other,1,32,3,3,0,0,54
66610,Finance,region_4,Masters & above,m,sourcing,1,40,5,4,1,0,90
65929,Technology,region_22,Bachelors,m,other,2,28,4,3,1,0,84
9574,Procurement,region_26,Bachelors,m,other,1,55,3,10,0,0,70
62101,Analytics,region_22,,m,other,2,28,3,2,1,0,83
6793,Operations,region_7,Masters & above,m,other,1,38,4,9,1,0,60
23663,Sales & Marketing,region_2,Bachelors,f,sourcing,4,30,4,7,0,0,43
23507,Procurement,region_7,Bachelors,f,other,1,32,4,6,0,0,66
77913,Operations,region_5,Bachelors,m,other,2,35,5,7,1,0,60
18842,Technology,region_11,Bachelors,f,other,1,31,3,4,0,0,78
58947,Sales & Marketing,region_3,Bachelors,m,other,1,29,5,2,1,0,48
5361,Sales & Marketing,region_9,Masters & above,m,other,1,36,3,3,1,0,47
58692,Technology,region_33,Bachelors,m,other,2,32,3,6,0,0,88
33094,Technology,region_28,Bachelors,m,other,1,26,5,3,1,0,81
78010,HR,region_31,Bachelors,f,other,1,31,5,2,1,0,48
61646,Sales & Marketing,region_15,Bachelors,m,sourcing,2,38,1,2,1,0,53
77169,HR,region_7,Bachelors,f,sourcing,1,32,3,10,0,0,45
15728,Sales & Marketing,region_15,Masters & above,m,other,1,37,1,10,0,0,50
77121,Procurement,region_23,Masters & above,m,sourcing,1,36,2,6,0,0,72
57870,Sales & Marketing,region_28,,m,sourcing,1,30,2,3,1,0,49
49707,Technology,region_15,Bachelors,f,sourcing,1,31,3,5,0,0,82
68317,Operations,region_25,Bachelors,m,other,1,26,4,2,0,0,60
49915,Technology,region_3,Bachelors,m,other,1,28,3,5,1,0,80
11646,Procurement,region_13,Bachelors,m,sourcing,2,35,3,2,0,0,70
47570,Analytics,region_22,Bachelors,m,other,1,26,,1,0,0,83
73720,Sales & Marketing,region_22,,m,other,1,28,,1,1,0,51
1693,Analytics,region_2,,m,other,1,36,3,2,1,0,84
48121,Technology,region_2,Masters & above,m,other,2,39,3,10,1,0,77
46446,Sales & Marketing,region_11,Masters & above,m,sourcing,1,39,3,3,0,0,46
302,Operations,region_30,Bachelors,m,sourcing,1,30,3,2,0,0,58
46909,Technology,region_8,Masters & above,m,sourcing,1,36,2,7,0,0,78
13965,Analytics,region_22,Bachelors,m,sourcing,2,26,,1,0,0,86
39050,Operations,region_2,Bachelors,m,sourcing,1,47,4,7,0,0,63
49663,Sales & Marketing,region_2,Bachelors,m,sourcing,1,36,5,10,1,0,50
72043,R&D,region_2,Masters & above,m,sourcing,2,45,3,14,0,0,80
73796,Operations,region_2,Masters & above,m,other,1,42,5,5,0,1,70
30448,Sales & Marketing,region_7,Masters & above,m,sourcing,3,39,1,6,0,0,47
36917,Sales & Marketing,region_31,Bachelors,m,other,1,31,3,4,0,0,52
41736,Technology,region_7,Bachelors,m,other,2,36,4,8,1,0,76
55372,HR,region_31,Masters & above,f,other,1,38,5,3,1,0,46
45189,Sales & Marketing,region_22,Bachelors,m,referred,1,29,4,3,0,0,51
259,Sales & Marketing,region_33,Bachelors,m,sourcing,1,32,5,4,0,0,49
57949,Operations,region_4,Bachelors,f,other,1,30,5,3,1,0,95
9799,Operations,region_26,Bachelors,f,sourcing,2,27,3,6,0,0,59
27742,Sales & Marketing,region_8,Bachelors,m,other,1,26,,1,0,0,50
73305,Sales & Marketing,region_22,Bachelors,m,sourcing,1,35,3,2,1,0,49
19817,Finance,region_7,Bachelors,f,sourcing,1,30,5,7,0,0,63
23029,Operations,region_27,Bachelors,f,sourcing,2,31,5,5,1,0,58
3723,Operations,region_10,Masters & above,f,other,1,31,3,6,0,0,58
47337,Technology,region_2,Bachelors,f,sourcing,1,30,5,8,1,0,72
68793,Operations,region_24,Masters & above,f,sourcing,1,35,3,8,0,0,59
31002,Sales & Marketing,region_28,Masters & above,m,other,2,40,4,10,0,0,45
61798,Operations,region_2,Bachelors,m,sourcing,1,38,2,10,0,0,62
77190,Technology,region_2,Bachelors,m,sourcing,1,57,4,7,0,0,74
33049,Technology,region_21,Bachelors,m,other,1,29,4,2,1,0,81
40500,Sales & Marketing,region_22,Bachelors,m,sourcing,2,31,4,6,0,0,48
68809,HR,region_2,Below Secondary,f,sourcing,1,25,5,4,0,0,47
22986,Operations,region_2,Masters & above,f,other,1,47,5,4,1,0,55
69544,Finance,region_26,Bachelors,m,sourcing,1,30,5,5,1,0,61
11647,Finance,region_2,Bachelors,m,sourcing,1,35,3,6,1,0,61
68645,Sales & Marketing,region_28,Bachelors,m,sourcing,1,46,5,18,0,0,45
77093,Finance,region_15,Masters & above,m,sourcing,1,34,4,2,0,0,56
1744,Sales & Marketing,region_25,Masters & above,m,sourcing,1,43,5,4,1,0,46
24328,Sales & Marketing,region_13,Masters & above,m,other,1,37,5,5,1,0,49
31234,Technology,region_7,Masters & above,f,other,2,38,3,13,1,0,77
13312,Technology,region_4,Bachelors,m,other,1,30,4,3,1,0,85
19994,Finance,region_13,Bachelors,m,sourcing,5,27,5,3,0,0,61
14685,Sales & Marketing,region_30,Bachelors,m,other,2,33,1,3,0,0,51
50618,Sales & Marketing,region_30,Bachelors,m,other,2,39,4,9,0,0,53
67478,HR,region_2,Bachelors,f,sourcing,1,31,4,5,1,0,50
45886,Sales & Marketing,region_22,Masters & above,m,sourcing,7,36,1,3,0,0,49
62558,Procurement,region_2,Bachelors,f,other,1,49,3,17,0,0,67
16350,Operations,region_26,Bachelors,f,sourcing,2,29,,1,1,0,62
61102,Sales & Marketing,region_28,Masters & above,f,other,2,33,2,7,1,0,89
54982,Sales & Marketing,region_31,,m,sourcing,1,27,4,3,1,0,48
66449,Operations,region_7,Bachelors,m,other,1,31,5,6,1,0,60
56661,Operations,region_2,Bachelors,f,sourcing,1,33,3,2,0,0,58
31657,Operations,region_2,Bachelors,f,sourcing,1,40,3,3,1,0,59
32992,Operations,region_22,Bachelors,f,other,1,37,5,9,1,0,60
12450,Technology,region_22,Bachelors,m,referred,1,32,3,6,1,0,82
30983,Sales & Marketing,region_31,Bachelors,m,sourcing,1,27,3,2,0,0,42
17280,Operations,region_23,Masters & above,m,other,1,37,4,6,0,0,64
77683,Sales & Marketing,region_11,Masters & above,m,sourcing,1,43,3,9,0,0,46
73019,Sales & Marketing,region_20,Bachelors,m,sourcing,1,38,3,12,0,0,49
2048,Procurement,region_31,Bachelors,m,other,1,35,3,8,0,0,72
33996,Procurement,region_17,Bachelors,f,other,1,33,4,6,1,0,68
1222,Operations,region_4,Masters & above,f,sourcing,1,35,5,7,1,0,57
75863,Technology,region_14,Masters & above,m,other,1,34,5,2,1,0,75
6986,Sales & Marketing,region_7,Masters & above,m,other,2,40,3,12,1,0,49
72243,Finance,region_7,Below Secondary,m,sourcing,1,25,4,3,0,0,60
15527,Analytics,region_29,Bachelors,m,other,1,31,4,3,1,0,84
52265,Sales & Marketing,region_7,Bachelors,m,sourcing,1,32,5,2,1,0,53
59273,Sales & Marketing,region_21,,m,other,1,35,3,7,0,0,51
36370,Operations,region_19,Bachelors,m,other,1,47,3,5,1,0,60
38000,Technology,region_7,Masters & above,f,other,2,40,5,5,1,0,80
32440,Analytics,region_22,Bachelors,f,sourcing,1,29,3,7,1,0,83
68424,HR,region_2,Masters & above,m,sourcing,2,39,5,4,1,0,52
36039,Technology,region_2,Bachelors,f,sourcing,2,25,1,2,1,0,97
23420,Sales & Marketing,region_27,Masters & above,m,sourcing,1,39,3,7,0,0,50
53283,Operations,region_27,Bachelors,m,other,1,28,4,4,0,0,59
47031,Analytics,region_24,Masters & above,m,sourcing,1,33,1,2,0,0,88
34683,Sales & Marketing,region_30,Bachelors,m,sourcing,2,29,,1,0,0,49
2158,Sales & Marketing,region_2,Bachelors,f,other,1,57,4,3,1,1,47
50085,HR,region_2,Masters & above,m,sourcing,1,43,3,12,0,0,48
29594,Analytics,region_2,Bachelors,m,other,1,43,4,12,1,0,84
28728,Sales & Marketing,region_31,,m,other,1,34,2,5,0,0,50
25331,Sales & Marketing,region_28,Bachelors,m,other,1,40,1,7,0,0,49
50965,Legal,region_2,Bachelors,m,sourcing,1,40,1,8,0,0,54
41719,Operations,region_7,Bachelors,f,other,2,36,5,7,1,0,64
17923,Technology,region_31,Bachelors,m,other,1,32,3,8,0,0,80
36890,Sales & Marketing,region_28,Bachelors,m,other,1,35,1,3,0,0,48
77166,Technology,region_2,Bachelors,f,other,1,50,5,19,1,0,80
53605,Operations,region_22,Masters & above,m,sourcing,1,40,3,3,0,0,63
27128,Sales & Marketing,region_12,Bachelors,m,sourcing,2,27,3,2,0,0,50
70067,HR,region_2,Below Secondary,m,sourcing,3,26,3,2,0,0,46
75340,Sales & Marketing,region_22,Bachelors,f,other,1,27,,1,1,0,48
39541,Sales & Marketing,region_4,Bachelors,m,other,1,25,,1,1,0,46
64550,Technology,region_22,Bachelors,m,sourcing,1,27,3,2,0,0,74
78067,Sales & Marketing,region_26,,m,other,1,25,,1,1,0,50
27437,Sales & Marketing,region_15,Bachelors,m,sourcing,1,36,5,2,1,0,46
45720,Technology,region_13,Masters & above,f,other,1,36,2,7,0,0,86
44732,Procurement,region_4,Masters & above,f,other,1,37,5,9,1,0,70
23682,Analytics,region_22,Bachelors,m,other,2,26,3,1,1,0,82
31443,Operations,region_2,Masters & above,f,sourcing,1,44,2,7,0,0,63
43884,Technology,region_16,Masters & above,m,other,2,33,1,10,0,0,76
32106,Operations,region_1,Masters & above,m,sourcing,1,37,1,3,0,0,65
71561,Sales & Marketing,region_15,Bachelors,m,other,1,32,3,4,1,0,48
73248,Operations,region_13,Bachelors,f,other,1,38,3,10,1,0,60
12150,Analytics,region_22,Bachelors,m,sourcing,1,29,,1,0,0,82
39414,Sales & Marketing,region_22,Bachelors,m,other,4,28,,1,0,0,47
17159,Sales & Marketing,region_15,Bachelors,m,sourcing,2,32,3,3,0,0,44
76030,R&D,region_27,Bachelors,m,other,1,29,3,1,0,0,84
70860,Sales & Marketing,region_15,,m,sourcing,1,24,,1,0,0,50
67149,Operations,region_17,Bachelors,m,other,1,31,2,3,0,0,64
66096,Technology,region_2,Masters & above,m,other,1,52,3,17,0,0,75
56012,Procurement,region_7,Masters & above,f,sourcing,1,35,4,7,0,0,69
20902,Sales & Marketing,region_22,Bachelors,m,other,2,27,,1,0,0,52
30635,Procurement,region_28,Bachelors,f,other,1,28,,1,0,0,70
74339,Procurement,region_26,Bachelors,f,other,1,27,,1,1,0,73
50473,Sales & Marketing,region_17,Bachelors,m,other,1,35,3,11,0,0,89
59172,Finance,region_22,Bachelors,m,other,1,28,,1,1,0,62
29914,Sales & Marketing,region_22,Bachelors,m,other,1,27,,1,0,0,52
58234,Legal,region_2,Bachelors,m,other,1,33,5,4,0,0,63
33368,Sales & Marketing,region_22,Bachelors,m,other,2,28,3,5,1,0,45
59694,Sales & Marketing,region_4,Bachelors,m,other,1,44,2,3,1,0,51
49460,Operations,region_11,Bachelors,f,other,1,32,3,2,0,0,64
39166,Sales & Marketing,region_7,Masters & above,m,sourcing,2,32,3,6,1,0,51
37913,Sales & Marketing,region_3,Bachelors,m,other,1,28,3,2,0,0,50
59260,Analytics,region_21,Bachelors,m,other,1,30,3,4,0,0,89
20058,Procurement,region_2,Bachelors,m,other,3,36,2,7,0,0,72
22013,Operations,region_26,Bachelors,f,sourcing,1,31,4,3,0,0,57
59330,Finance,region_2,Bachelors,m,sourcing,1,42,3,6,1,0,63
25444,Procurement,region_2,Bachelors,m,sourcing,1,26,5,3,0,0,72
12204,Sales & Marketing,region_18,Bachelors,m,other,1,32,5,4,0,0,44
2343,Analytics,region_2,Masters & above,m,other,2,50,5,4,0,0,81
60753,R&D,region_2,Masters & above,m,sourcing,1,34,5,7,1,0,84
44122,Sales & Marketing,region_16,,m,sourcing,1,21,,1,0,0,51
55313,Operations,region_12,Masters & above,m,sourcing,1,40,4,3,0,0,63
63942,Operations,region_15,Masters & above,m,other,1,43,5,16,1,0,56
70578,Sales & Marketing,region_2,Bachelors,f,sourcing,2,53,5,9,1,0,48
17015,Analytics,region_2,Bachelors,m,other,4,20,,1,1,0,84
46769,Technology,region_2,Bachelors,m,referred,1,36,5,9,1,0,79
28644,Sales & Marketing,region_26,Bachelors,m,other,2,28,1,5,0,0,50
1370,Sales & Marketing,region_14,Bachelors,f,other,1,36,3,8,0,0,50
11319,Finance,region_22,,m,sourcing,1,28,3,2,1,0,59
63501,Finance,region_31,Bachelors,m,other,1,26,5,3,1,0,54
964,Analytics,region_4,Masters & above,m,other,1,47,3,18,1,0,81
22867,Procurement,region_7,Below Secondary,m,other,1,23,,1,0,0,68
66848,Sales & Marketing,region_22,Bachelors,m,other,1,29,5,8,0,0,52
5936,Finance,region_2,Below Secondary,m,other,3,25,5,3,1,0,58
70987,Sales & Marketing,region_22,Bachelors,m,sourcing,1,28,3,2,1,0,50
71225,Sales & Marketing,region_4,Masters & above,m,sourcing,1,34,2,8,0,0,46
42129,Analytics,region_27,Bachelors,m,sourcing,2,29,3,3,0,0,84
53916,Sales & Marketing,region_1,Bachelors,f,other,1,28,3,2,0,0,46
33074,Operations,region_23,Masters & above,f,other,1,40,3,11,1,0,54
12070,Finance,region_7,Bachelors,m,sourcing,2,33,3,7,0,0,62
19654,Operations,region_2,Bachelors,m,sourcing,1,55,5,24,1,0,61
26654,Sales & Marketing,region_2,Masters & above,m,other,1,39,5,9,1,0,50
68391,Finance,region_6,Bachelors,f,sourcing,1,27,5,3,1,0,65
9094,Sales & Marketing,region_22,Masters & above,f,other,1,42,3,7,0,0,55
4782,Sales & Marketing,region_31,Bachelors,f,other,1,35,3,7,0,0,53
43445,Analytics,region_1,Masters & above,m,other,1,36,3,8,1,0,81
63170,HR,region_2,Masters & above,f,sourcing,1,43,2,4,1,0,48
42543,R&D,region_2,Masters & above,m,sourcing,1,49,3,6,0,0,87
57271,Analytics,region_2,Bachelors,f,sourcing,2,29,5,3,0,0,84
70006,Sales & Marketing,region_26,Bachelors,m,sourcing,1,28,,1,1,0,53
50430,Finance,region_2,Bachelors,m,sourcing,1,30,5,4,0,0,63
13568,HR,region_2,Bachelors,f,other,1,43,3,6,0,1,50
26671,Operations,region_27,Bachelors,f,sourcing,1,43,3,12,0,0,53
34722,Technology,region_23,Masters & above,m,other,1,41,3,6,0,0,79
63648,HR,region_2,,m,other,1,43,1,13,0,0,52
8743,Finance,region_31,Bachelors,m,other,1,31,4,2,0,0,60
62383,Sales & Marketing,region_2,Bachelors,m,other,1,29,4,2,0,0,52
43081,Sales & Marketing,region_12,Bachelors,m,sourcing,1,24,,1,0,0,55
19209,Sales & Marketing,region_10,Masters & above,m,sourcing,1,45,3,7,0,0,54
63016,Sales & Marketing,region_10,Bachelors,m,sourcing,1,45,1,4,0,0,51
20491,Sales & Marketing,region_2,Bachelors,m,other,1,51,4,17,0,0,51
51869,Sales & Marketing,region_22,Bachelors,m,sourcing,3,26,1,3,0,0,49
10259,Finance,region_2,Bachelors,m,other,1,41,4,6,0,0,55
65678,Procurement,region_20,Bachelors,m,sourcing,1,35,5,7,1,0,69
45995,Procurement,region_11,Masters & above,m,sourcing,1,36,3,4,1,1,71
24018,Technology,region_11,Bachelors,f,other,1,29,4,3,0,0,79
48385,Technology,region_2,Bachelors,m,other,1,51,1,6,1,0,82
5249,Legal,region_22,Below Secondary,m,other,1,25,5,2,1,0,70
25321,HR,region_2,Masters & above,m,other,1,34,3,7,0,0,51
27140,Sales & Marketing,region_2,Bachelors,m,other,2,45,1,19,0,0,50
16248,Operations,region_7,Bachelors,f,sourcing,1,46,3,16,0,0,58
1126,Finance,region_13,Masters & above,m,sourcing,1,40,5,9,1,0,62
76940,Analytics,region_27,Bachelors,m,sourcing,1,35,3,5,1,0,83
68356,Sales & Marketing,region_2,Masters & above,m,other,1,40,5,11,1,0,49
44125,Operations,region_22,Bachelors,m,sourcing,1,44,3,5,1,0,61
8753,Analytics,region_16,Bachelors,m,other,1,28,4,4,0,0,82
8722,Sales & Marketing,region_7,Bachelors,f,other,1,33,3,5,0,0,50
12299,Sales & Marketing,region_14,Bachelors,m,other,1,50,1,19,0,0,53
38852,Analytics,region_29,Bachelors,m,sourcing,1,27,3,3,0,0,88
29646,Technology,region_16,Bachelors,f,other,1,44,3,17,1,0,78
12226,Sales & Marketing,region_13,Bachelors,m,sourcing,1,27,4,4,0,0,51
68451,Sales & Marketing,region_19,Bachelors,m,other,1,35,5,6,0,0,48
64155,Procurement,region_7,Bachelors,m,other,3,31,,1,0,0,70
28808,Operations,region_22,Bachelors,f,other,2,34,5,4,1,0,58
35879,Procurement,region_2,Bachelors,m,other,2,38,3,7,1,0,72
8762,Operations,region_15,Masters & above,m,sourcing,1,50,4,9,0,0,61
15254,Sales & Marketing,region_12,Bachelors,f,other,1,27,,1,1,0,52
37403,Operations,region_8,Bachelors,f,sourcing,1,26,3,2,1,0,62
30848,Procurement,region_11,Bachelors,f,sourcing,1,30,3,7,1,0,68
11947,Technology,region_26,Bachelors,f,sourcing,1,36,3,7,0,0,78
45165,Sales & Marketing,region_7,Bachelors,f,sourcing,1,30,3,6,0,0,50
341,Procurement,region_7,Bachelors,f,other,1,29,1,4,0,0,70
40993,Sales & Marketing,region_14,Bachelors,m,other,1,35,5,8,0,0,46
69675,HR,region_22,Masters & above,m,sourcing,1,37,3,8,1,0,53
37973,Sales & Marketing,region_20,Bachelors,m,other,1,41,5,5,1,0,49
11585,Sales & Marketing,region_2,Masters & above,m,other,1,33,,1,0,1,68
2880,Sales & Marketing,region_27,Bachelors,m,sourcing,1,23,,1,0,0,53
50953,Analytics,region_7,Bachelors,m,sourcing,1,36,5,2,1,0,90
47573,Sales & Marketing,region_26,Bachelors,m,other,1,35,5,9,0,0,48
68852,Operations,region_15,Bachelors,f,other,1,35,5,8,1,0,59
53866,Sales & Marketing,region_22,Bachelors,m,sourcing,1,36,1,5,1,0,47
54193,Finance,region_2,Below Secondary,f,other,1,22,,1,1,0,61
34430,Technology,region_24,Bachelors,m,other,2,27,3,5,0,0,79
74869,Operations,region_7,Masters & above,m,sourcing,1,43,5,6,0,0,59
2018,Operations,region_19,Bachelors,f,sourcing,1,40,4,9,0,0,59
41585,Operations,region_22,Bachelors,f,other,1,56,3,26,1,0,57
13562,Operations,region_22,Masters & above,f,sourcing,1,38,1,8,0,0,62
70419,Analytics,region_4,Masters & above,m,sourcing,2,39,5,11,0,0,83
63725,R&D,region_11,Masters & above,m,other,1,33,5,3,0,0,82
2210,Sales & Marketing,region_31,Masters & above,m,other,1,47,1,7,1,0,50
47785,Technology,region_2,Bachelors,m,other,2,49,2,18,0,0,91
41813,Operations,region_22,Masters & above,m,sourcing,1,28,4,2,0,0,61
75647,Technology,region_2,Bachelors,m,other,2,49,4,6,0,0,75
72062,HR,region_2,Masters & above,m,other,1,53,3,3,1,0,49
1418,Technology,region_2,,f,other,1,32,3,7,0,0,81
73282,Operations,region_4,Masters & above,m,sourcing,1,27,5,2,1,0,56
3108,Sales & Marketing,region_22,Bachelors,m,other,2,31,3,5,0,0,51
67555,Sales & Marketing,region_7,,m,other,1,24,,1,0,0,49
56168,Operations,region_12,Bachelors,m,sourcing,1,26,3,3,1,0,58
36844,Sales & Marketing,region_19,Bachelors,m,other,2,33,1,6,0,0,47
57321,Operations,region_11,Masters & above,f,other,1,39,3,5,0,0,62
55005,Technology,region_7,Bachelors,m,sourcing,2,27,3,2,0,0,77
54403,Sales & Marketing,region_26,Bachelors,m,other,1,27,4,4,0,0,48
60143,Procurement,region_13,Bachelors,f,other,1,35,3,7,1,0,62
61753,Sales & Marketing,region_22,Masters & above,m,other,1,35,4,9,0,0,49
19864,Legal,region_22,Bachelors,m,other,2,35,4,4,0,0,57
18700,Technology,region_2,Masters & above,f,sourcing,1,32,3,4,1,0,83
66879,Sales & Marketing,region_3,Bachelors,m,sourcing,1,31,4,7,0,0,46
6045,Procurement,region_2,Bachelors,m,other,1,35,5,10,1,0,70
29350,HR,region_2,Bachelors,f,other,1,36,3,3,0,0,53
46084,Finance,region_13,Bachelors,f,sourcing,1,26,1,3,0,0,61
29257,Sales & Marketing,region_26,Masters & above,m,sourcing,1,38,3,4,0,0,46
37652,HR,region_2,Masters & above,m,other,1,59,4,16,0,0,50
51050,R&D,region_2,Masters & above,m,sourcing,1,43,4,7,0,0,85
62020,Operations,region_10,Bachelors,m,sourcing,1,31,5,4,1,0,60
77960,Finance,region_13,Bachelors,m,other,1,36,3,3,0,0,62
57146,Sales & Marketing,region_23,Masters & above,m,sourcing,1,35,1,2,0,0,50
53832,Operations,region_2,Bachelors,f,sourcing,1,36,4,10,1,0,66
4760,Sales & Marketing,region_31,Masters & above,m,other,1,35,3,3,0,0,49
70506,Procurement,region_26,Bachelors,f,other,2,29,5,5,1,0,66
32912,R&D,region_7,Masters & above,m,other,2,30,4,1,1,0,78
57150,Operations,region_13,Bachelors,f,sourcing,1,29,,1,1,0,62
39788,Sales & Marketing,region_13,Masters & above,m,other,1,45,3,17,1,0,56
61293,Analytics,region_8,Masters & above,m,other,1,31,5,5,0,0,84
54448,HR,region_2,Bachelors,m,referred,2,26,,1,0,0,48
5100,Operations,region_16,Bachelors,f,other,1,31,5,7,1,0,60
2236,Procurement,region_2,Bachelors,f,sourcing,1,32,5,7,0,0,86
51454,Operations,region_15,Masters & above,f,sourcing,1,42,3,3,1,0,62
46432,Procurement,region_8,Masters & above,m,other,1,38,3,10,1,0,72
5193,Technology,region_10,Bachelors,m,other,2,28,3,4,0,0,84
50985,Sales & Marketing,region_28,Masters & above,f,sourcing,1,34,5,8,1,0,51
38308,Sales & Marketing,region_2,Bachelors,m,other,1,51,3,12,0,0,47
24422,R&D,region_4,Masters & above,m,sourcing,1,38,4,9,1,0,84
5192,Sales & Marketing,region_30,Bachelors,m,other,1,29,5,3,0,0,51
9839,Sales & Marketing,region_7,Bachelors,m,sourcing,2,46,4,4,0,0,52
4397,Operations,region_2,Bachelors,f,other,1,28,3,3,0,0,54
23039,Procurement,region_2,Bachelors,f,other,1,33,2,3,1,0,68
57788,Operations,region_22,Masters & above,f,referred,1,37,5,9,0,0,63
74598,Sales & Marketing,region_22,Bachelors,m,sourcing,1,40,5,6,0,0,48
74025,Finance,region_7,Bachelors,f,sourcing,1,34,3,9,0,0,68
32582,Analytics,region_11,Bachelors,m,sourcing,1,38,5,4,1,0,87
12577,Operations,region_2,Bachelors,m,other,1,37,5,3,0,0,65
10141,Finance,region_6,Bachelors,m,sourcing,2,32,3,8,0,0,61
42334,Technology,region_2,Bachelors,f,sourcing,1,53,4,8,0,0,75
39818,Technology,region_33,Bachelors,m,other,1,35,5,8,1,0,81
74328,Sales & Marketing,region_2,Bachelors,f,sourcing,3,41,3,8,0,0,50
48127,Procurement,region_13,Bachelors,m,other,1,38,2,6,0,0,76
59469,Operations,region_32,Bachelors,f,sourcing,1,39,5,4,0,0,60
19431,Sales & Marketing,region_31,,m,other,1,28,3,4,0,0,47
29943,R&D,region_22,Bachelors,m,sourcing,1,37,3,3,0,0,85
